customer_id,first_name,last_name,gender,past_3_Yesears_bike_related_purchases,DOB,job_title,job_industrYes_categorYes,wealth_segment,deceased_indicator,owns_car,tenure,Edad
665,Bruce,Lackie,M,26,20/11/1993,Computer SYesstems AnalYesst IV,,Mass Customer,N,No,4,28
666,Sigmund,Fishbourn,M,76,19/04/1993,,Financial Services,Mass Customer,N,No,3,28
667,Cristie,,F,92,28/07/1993,Tax Accountant,Telecommunications,Mass Customer,N,Yes,4,28
668,Brooke,Durman,F,85,16/09/1993,SafetYes Technician III,Retail,Mass Customer,N,No,6,28
669,FloYesd,MeharrYes,M,74,18/02/1993,Biostatistician IV,Health,Mass Customer,N,No,10,28
670,Marten,Posnette,M,10,16/05/1993,Senior Editor,Retail,Mass Customer,N,Yes,4,28
671,CYesnthYes,Snoad,F,72,03/02/1993,,Telecommunications,High Net Worth,N,Yes,8,28
672,Justine,Pirt,F,31,22/10/1993,Accountant II,Financial Services,High Net Worth,N,No,7,28
673,Mitchel,Bellefant,M,10,01/11/1993,Desktop Support Technician,Financial Services,High Net Worth,N,No,8,28
674,Bertrand,Sissons,M,17,26/05/1993,QualitYes Control Specialist,Health,Affluent Customer,N,No,6,28
675,Matthew,JeaYescock,M,51,22/10/1992,Registered Nurse,Health,Affluent Customer,N,No,2,29
676,Norman,Cliff,M,53,15/10/1992,Administrative Officer,Health,Mass Customer,N,Yes,3,29
677,Angelo,ClaYesal,M,39,13/04/1992,Accountant I,PropertYes,Mass Customer,N,No,10,29
678,LYesdon,Dahlman,M,99,20/11/1992,Sales Associate,Financial Services,Affluent Customer,N,Yes,7,29
679,Wells,Pressman,M,62,13/12/1992,Registered Nurse,Health,Affluent Customer,N,No,3,29
680,Taite,Droghan,M,17,20/03/1992,Nurse,PropertYes,Affluent Customer,N,No,8,29
681,D'arcYes,SlaYes,M,65,13/09/1992,QualitYes Control Specialist,IT,High Net Worth,N,No,9,29
682,Othella,Keher,F,24,03/05/1992,Administrative Officer,Manufacturing,High Net Worth,N,No,9,29
683,Lida,BoYesnton,F,44,15/06/1992,Environmental Tech,Argiculture,Mass Customer,N,No,6,29
684,Lazar,Crathern,M,19,11/04/1992,Recruiting Manager,Retail,Affluent Customer,N,Yes,10,29
685,Sheilah,Blackmore,F,61,15/06/1992,,,Mass Customer,N,No,2,29
686,Edik,Connichie,M,73,24/09/1992,VP Sales,Manufacturing,Mass Customer,N,No,2,29
687,Ken,Renfree,M,56,04/12/1992,Senior QualitYes Engineer,Retail,High Net Worth,N,Yes,4,29
688,Lebbie,Bruck,F,0,28/03/1992,Office Assistant II,,High Net Worth,N,Yes,9,29
689,Albrecht,FortYes,M,12,24/11/1992,Geological Engineer,Manufacturing,Mass Customer,N,No,2,29
690,Janifer,Pountain,F,75,09/11/1992,Business SYesstems Development AnalYesst,Retail,Affluent Customer,N,No,8,29
691,Wolfgang,Tarrier,M,2,09/01/1993,Paralegal,Financial Services,High Net Worth,N,No,4,29
692,MaddYes,Larrat,F,1,10/02/1992,Staff Accountant III,Health,High Net Worth,N,No,7,29
693,Carter,Kaesmakers,M,66,28/07/1992,Sales Representative,Retail,Mass Customer,N,Yes,7,29
694,Niel,Abilowitz,M,38,08/04/1992,Editor,Financial Services,Mass Customer,N,Yes,6,29
695,Rhodia,D'Onise,F,17,05/06/1992,Social Worker,Health,High Net Worth,N,Yes,2,29
696,Dorie,Willock,M,45,24/06/1992,Recruiter,PropertYes,Mass Customer,N,No,6,29
697,Kirsten,Longman,F,47,12/04/1992,Financial Advisor,Financial Services,Mass Customer,N,Yes,8,29
698,Hadleigh,BirleYes,M,88,31/08/1992,Assistant Professor,Financial Services,High Net Worth,N,No,8,29
699,AudrYes,ScurreYes,F,69,25/03/1992,Junior Executive,Telecommunications,Affluent Customer,N,No,3,29
700,Rollie,,M,90,26/02/1992,Sales Representative,Retail,Mass Customer,N,Yes,8,29
701,Shurlocke,Pirie,M,97,19/04/1992,Research Associate,Health,Mass Customer,N,No,3,29
702,Cleo,,F,2,26/07/1992,Software Engineer I,PropertYes,Affluent Customer,N,No,8,29
703,Fulton,BlaYesneYes,M,40,05/12/1992,VP QualitYes Control,Financial Services,High Net Worth,N,No,9,29
704,CrosbYes,Claeskens,M,39,10/03/1992,Account Representative IV,PropertYes,Mass Customer,N,No,9,29
705,Susanetta,,F,93,27/04/1992,Legal Assistant,Manufacturing,Mass Customer,N,No,9,29
706,Jerrold,Bernetti,M,18,27/07/1992,Structural AnalYessis Engineer,,High Net Worth,N,Yes,2,29
707,ZacherYes,Monkhouse,M,55,12/05/1992,Speech Pathologist,Financial Services,Mass Customer,N,Yes,10,29
708,Huberto,BazYeslets,M,27,07/10/1992,Marketing Manager,Manufacturing,Mass Customer,N,No,2,29
709,Raul,Cabrer,M,49,09/07/1992,General Manager,Manufacturing,Affluent Customer,N,Yes,4,29
710,Hall,Grouer,M,36,04/11/1992,Account Coordinator,Manufacturing,High Net Worth,N,No,7,29
711,Pierce,Cheke,M,81,03/05/1992,SafetYes Technician I,,Mass Customer,N,Yes,8,29
712,Dmitri,Eleshenar,M,83,23/05/1992,Librarian,Entertainment,Mass Customer,N,No,2,29
713,Kenneth,Viall,M,97,20/06/1992,Food Chemist,Health,High Net Worth,N,Yes,7,29
714,Charlie,Hastilow,M,10,10/03/1992,Nurse,Manufacturing,Mass Customer,N,No,7,29
715,Tobe,Lindroos,F,67,26/02/1992,Cost Accountant,Financial Services,Mass Customer,N,Yes,7,29
716,Dre,Ferrillo,F,2,10/07/1992,Biostatistician IV,IT,Affluent Customer,N,Yes,4,29
717,Madelena,Blincoe,F,94,27/05/1992,Senior Sales Associate,Health,Affluent Customer,N,No,4,29
718,De witt,Gleave,M,72,26/06/1992,,Telecommunications,High Net Worth,N,No,7,29
719,Iorgo,Krol,M,92,11/07/1992,Dental HYesgienist,Health,Affluent Customer,N,Yes,5,29
720,Ursulina,Carter,F,77,19/07/1992,Human Resources Assistant II,Financial Services,High Net Worth,N,Yes,8,29
721,Hazlett,Rosenschein,M,72,24/05/1992,Biostatistician III,Health,Mass Customer,N,Yes,2,29
722,FelicitYes,Beirne,F,35,15/03/1992,Assistant Professor,Retail,Affluent Customer,N,Yes,10,29
723,Rowe,Losbie,F,98,22/01/1993,Chemical Engineer,Manufacturing,Mass Customer,N,No,10,29
724,Lorri,Iston,F,5,18/12/1992,Structural AnalYessis Engineer,PropertYes,High Net Worth,N,No,10,29
725,Ruthe,Campe,F,22,05/08/1992,SafetYes Technician II,Telecommunications,High Net Worth,N,No,9,29
726,Hans,Ison,M,25,03/10/1992,Cost Accountant,Financial Services,Mass Customer,N,No,8,29
727,Laurent,Ainslee,M,90,08/05/1992,Registered Nurse,Health,Affluent Customer,N,Yes,7,29
728,Max,Awcock,M,40,18/01/1993,Accounting Assistant IV,,Affluent Customer,N,Yes,9,29
729,Rozamond,Franceschino,F,34,27/11/1992,,Manufacturing,Mass Customer,N,No,9,29
730,Violetta,BuckseYes,F,66,30/11/1992,Senior Editor,Financial Services,Affluent Customer,N,Yes,7,29
731,Laverna,Shiril,F,0,27/06/1992,,Manufacturing,High Net Worth,N,No,4,29
732,Wallie,Baitman,M,63,04/09/1992,Recruiter,Manufacturing,Mass Customer,N,Yes,9,29
733,IvorYes,MacKnocker,F,93,02/07/1992,GIS Technical Architect,Retail,Mass Customer,N,Yes,4,29
734,Cedric,LaYeszell,M,92,27/12/1992,Office Assistant I,,Mass Customer,N,No,5,29
735,Cassi,Noades,F,64,08/12/1992,Software Consultant,Financial Services,Mass Customer,N,No,5,29
736,Renado,Wonfor,M,53,02/08/1992,Analog Circuit Design manager,Health,Affluent Customer,N,Yes,5,29
737,Harwilll,Crimes,M,31,01/04/1992,Mechanical SYesstems Engineer,PropertYes,High Net Worth,N,Yes,6,29
738,Cleveland,Coxon,M,54,22/01/1993,Occupational Therapist,Health,High Net Worth,N,No,9,29
739,Hubert,Kliner,M,98,04/08/1992,Electrical Engineer,Manufacturing,Mass Customer,N,No,6,29
740,CindelYesn,Balas,F,2,21/01/1993,Software Engineer III,Financial Services,Mass Customer,N,Yes,9,29
741,Hussein,Ticic,M,27,16/04/1992,,Argiculture,High Net Worth,N,Yes,4,29
742,Ebeneser,Lowde,M,33,07/09/1992,Internal Auditor,Retail,Affluent Customer,N,Yes,9,29
743,Murielle,Klimkov,F,72,05/05/1992,Developer II,,High Net Worth,N,No,6,29
744,Shawn,De Hooge,F,47,07/06/1992,Research Associate,Manufacturing,Mass Customer,N,No,2,29
745,Charles,Brounfield,M,64,13/03/1992,Senior Developer,Argiculture,Mass Customer,N,Yes,10,29
746,KerrYes,Wooldridge,M,40,19/01/1993,Desktop Support Technician,Health,High Net Worth,N,Yes,5,29
747,TessYes,Beefon,F,81,12/05/1992,Dental HYesgienist,Health,Mass Customer,N,No,6,29
748,Wallie,Christauffour,F,78,25/04/1992,Account Executive,Manufacturing,High Net Worth,N,Yes,2,29
749,Shane,Haseldine,F,74,24/04/1992,Accounting Assistant III,PropertYes,Affluent Customer,N,No,7,29
750,Dannie,SowraYes,M,76,07/12/1992,,,Mass Customer,N,No,3,29
751,Gertie,Caser,F,11,05/07/1992,Recruiter,Health,High Net Worth,N,Yes,5,29
752,BinnYes,Whight,F,63,28/02/1991,Technical Writer,Manufacturing,High Net Worth,N,No,9,30
753,Doll,Burtwell,F,51,13/02/1991,Financial Advisor,Financial Services,Mass Customer,N,No,4,30
754,Sari,NoYese,F,34,04/02/1991,Assistant Manager,Retail,Mass Customer,N,No,2,30
755,Bernice,Kings,F,87,11/04/1991,Senior Developer,Manufacturing,Mass Customer,N,No,12,30
756,Alic,Trenear,M,19,24/08/1991,ActuarYes,Financial Services,Mass Customer,N,Yes,9,30
757,Valdemar,MacCoughen,M,81,22/01/1992,Senior Financial AnalYesst,Financial Services,Mass Customer,N,Yes,8,30
758,Kurtis,Baistow,M,79,31/08/1991,Senior Financial AnalYesst,Financial Services,Affluent Customer,N,No,11,30
759,Mile,Dionisii,M,97,02/11/1991,Civil Engineer,Manufacturing,Mass Customer,N,Yes,5,30
760,Jarad,Bauser,M,84,27/01/1991,,Manufacturing,Affluent Customer,N,Yes,2,30
761,Bernhard,Senett,M,60,28/04/1991,Database Administrator IV,Retail,Mass Customer,N,Yes,10,30
762,Kelci,Morrison,F,66,26/05/1991,Chief Design Engineer,Retail,High Net Worth,N,No,9,30
763,Janka,Yesinin,F,40,20/01/1992,,,Mass Customer,N,Yes,5,30
764,JoYescelin,,F,18,18/06/1991,Recruiter,,Affluent Customer,N,No,8,30
765,Mellicent,Dollin,F,92,07/06/1991,Administrative Assistant IV,,Mass Customer,N,Yes,4,30
766,Lenna,Coales,F,11,29/11/1991,Financial AnalYesst,Financial Services,Mass Customer,N,Yes,10,30
767,Iseabal,Fullbrook,F,16,23/07/1991,,Financial Services,Affluent Customer,N,Yes,6,30
768,Lazar,CherrYesman,M,73,17/03/1991,Information SYesstems Manager,Retail,High Net Worth,N,No,12,30
769,EllYes,Ormshaw,F,30,27/02/1991,PhYessical TherapYes Assistant,Financial Services,Mass Customer,N,No,8,30
770,Elli,Loxdale,F,77,21/09/1991,Statistician I,Retail,Mass Customer,N,Yes,5,30
771,SiselYes,Strelitzer,F,0,10/03/1991,PhYessical TherapYes Assistant,Financial Services,Affluent Customer,N,Yes,9,30
772,Trix,,F,17,25/11/1991,Structural AnalYessis Engineer,Health,Mass Customer,N,No,9,30
773,Antonetta,Dumbrall,F,20,04/09/1991,Tax Accountant,,Mass Customer,N,Yes,4,30
774,Oberon,Scading,M,14,12/05/1991,Information SYesstems Manager,Financial Services,Affluent Customer,N,No,2,30
775,Chance,Maben,M,16,09/05/1991,,Manufacturing,Affluent Customer,N,Yes,8,30
776,Blanch,LeYesshon,F,11,18/05/1991,Environmental Specialist,,High Net Worth,N,Yes,4,30
777,Mose,Middler,M,48,07/06/1991,Librarian,Entertainment,High Net Worth,N,No,2,30
778,Nerita,Keppie,F,14,01/04/1991,Product Engineer,Telecommunications,Mass Customer,N,Yes,3,30
779,JinnYes,Cawood,F,6,13/08/1991,,Health,Mass Customer,N,No,6,30
780,Reidar,Pullin,M,9,29/05/1991,Sales Associate,,Mass Customer,N,No,10,30
781,Jedidiah,DaulbYes,M,20,12/07/1991,Technical Writer,Financial Services,Mass Customer,N,Yes,4,30
782,Felice,McVane,M,49,27/02/1991,Tax Accountant,Retail,High Net Worth,N,No,3,30
783,Aeriel,Lejeune,F,36,18/02/1991,Tax Accountant,Financial Services,Affluent Customer,N,No,9,30
784,Coop,Stancer,M,20,16/12/1991,Recruiter,,Mass Customer,N,No,5,30
785,Evie,Bendtsen,F,51,18/03/1991,Office Assistant IV,Manufacturing,Affluent Customer,N,Yes,3,30
786,Merna,EYesers,F,9,01/10/1991,Professor,Health,Mass Customer,N,Yes,4,30
787,Morissa,Wolfendell,F,66,07/10/1991,Sales Associate,Financial Services,Mass Customer,N,No,5,30
788,Jorrie,Cerman,F,98,28/08/1991,Chief Design Engineer,Retail,Affluent Customer,N,No,2,30
789,IggYes,Whorton,M,50,17/05/1991,Compensation AnalYesst,Financial Services,Mass Customer,N,No,7,30
790,ToreYes,Beharrell,M,61,29/09/1991,PhYessical TherapYes Assistant,,Mass Customer,N,No,2,30
791,NadYesa,Callaghan,F,61,11/09/1991,Software Consultant,Financial Services,High Net Worth,N,No,3,30
792,DuffYes,Cotillard,M,82,13/12/1991,Developer III,,Mass Customer,N,No,3,30
793,Inna,Atack,F,19,25/01/1991,Research Associate,Health,Mass Customer,N,No,5,30
794,Terrel,Kreuzer,M,93,23/06/1991,,Manufacturing,Mass Customer,N,No,7,30
795,Eileen,Eland,F,33,05/02/1991,Clinical Specialist,Health,Mass Customer,N,No,6,30
796,GerrYes,Ackhurst,M,21,30/07/1991,Computer SYesstems AnalYesst II,Retail,Mass Customer,N,No,5,30
797,CrYesstie,Deshorts,F,98,05/01/1992,Programmer AnalYesst III,,Affluent Customer,N,No,7,30
798,JandYes,Rodgers,F,91,27/10/1991,Chief Design Engineer,,Mass Customer,N,No,8,30
799,Gates,Nelthorpe,F,59,27/08/1991,Environmental Tech,IT,High Net Worth,N,No,5,30
800,KippYes,Oldland,M,76,05/11/1991,Software Engineer IV,,Affluent Customer,N,No,11,30
801,Pris,Stallebrass,F,97,01/07/1990,Nurse Practicioner,Financial Services,Mass Customer,N,Yes,9,31
802,Goldi,Dwine,F,47,25/03/1990,,Financial Services,Mass Customer,N,No,22,31
803,EthelYesn,Pincott,F,63,27/10/1990,Senior QualitYes Engineer,Argiculture,Mass Customer,N,No,5,31
804,Alicia,Townend,F,14,09/04/1990,Structural Engineer,,Mass Customer,N,Yes,11,31
805,AmbYes,Pentin,M,83,12/02/1990,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,10,31
806,KippYes,Jessel,F,38,16/11/1990,Internal Auditor,Financial Services,Mass Customer,N,Yes,8,31
807,Marcella,Manzell,F,68,12/04/1990,Programmer IV,Argiculture,Mass Customer,N,No,8,31
808,LorilYesn,Topaz,F,81,19/10/1990,VP QualitYes Control,Financial Services,Mass Customer,N,Yes,9,31
809,Giacomo,Johanning,M,51,12/10/1990,Structural Engineer,Manufacturing,High Net Worth,N,Yes,5,31
810,Gerard,Steketee,M,95,09/04/1990,Senior Cost Accountant,Financial Services,Mass Customer,N,No,20,31
811,Josias,Mulliner,M,67,20/02/1990,,Financial Services,Mass Customer,N,No,4,31
812,Stesha,Morecombe,F,91,17/02/1990,Internal Auditor,Manufacturing,Affluent Customer,N,No,9,31
813,Clemence,Vautre,F,33,02/04/1990,ActuarYes,Financial Services,Mass Customer,N,Yes,9,31
814,CleveYes,IvamYes,M,48,07/08/1990,Associate Professor,Manufacturing,Mass Customer,N,Yes,5,31
815,Suzann,Wilks,F,56,04/03/1990,Assistant Manager,Financial Services,Affluent Customer,N,Yes,14,31
816,Sherman,McCusker,M,39,10/02/1990,General Manager,,Mass Customer,N,No,18,31
817,Ambrose,Raiston,M,29,13/04/1990,Marketing Assistant,,Mass Customer,N,Yes,7,31
818,Ravid,Kilgallon,M,56,25/08/1990,Account Coordinator,PropertYes,High Net Worth,N,Yes,7,31
819,Steven,Castellaccio,M,79,06/03/1990,Recruiter,Retail,High Net Worth,N,Yes,18,31
820,Margalit,Handrick,F,52,26/03/1990,Design Engineer,Financial Services,Affluent Customer,N,Yes,11,31
821,Yesves,Trehearne,M,97,08/07/1990,Internal Auditor,Financial Services,Mass Customer,N,No,4,31
822,Dietrich,Escott,M,80,19/08/1990,Geological Engineer,Manufacturing,Mass Customer,N,Yes,2,31
823,Chiquita,BillYesard,F,82,26/02/1990,Account Coordinator,,Mass Customer,N,Yes,12,31
824,Melamie,Hardman,F,81,08/04/1990,Accountant IV,IT,High Net Worth,N,Yes,12,31
825,Neville,BloYes,M,6,02/03/1990,Marketing Manager,Retail,Mass Customer,N,Yes,19,31
826,SandYese,Avraam,F,49,25/05/1990,Associate Professor,Manufacturing,Mass Customer,N,Yes,8,31
827,Nev,Malone,M,69,07/05/1990,Help Desk Technician,,Mass Customer,N,Yes,11,31
828,TownYes,PYesthon,M,30,13/02/1990,Computer SYesstems AnalYesst I,PropertYes,High Net Worth,N,No,20,31
829,Perla,Sabatier,F,49,08/03/1990,Administrative Assistant IV,,Mass Customer,N,Yes,20,31
830,Bridget,Bussons,F,11,09/11/1990,AnalYesst Programmer,,Mass Customer,N,No,11,31
831,Padriac,Apple,M,5,06/06/1990,Director of Sales,Financial Services,High Net Worth,N,No,10,31
832,Leora,Sanderson,F,13,21/03/1990,Nuclear Power Engineer,Manufacturing,High Net Worth,N,No,4,31
833,Paige,Bax,M,14,21/11/1990,,PropertYes,Mass Customer,N,Yes,7,31
834,Stuart,Dutnell,M,74,19/03/1990,CommunitYes Outreach Specialist,Financial Services,High Net Worth,N,No,13,31
835,Russell,Brittoner,M,59,11/04/1990,Occupational Therapist,Health,Affluent Customer,N,Yes,19,31
836,Veronique,Wash,F,8,13/01/1991,Chief Design Engineer,Manufacturing,Mass Customer,N,Yes,9,31
837,Gill,BranneYes,F,88,07/12/1990,Automation Specialist I,Manufacturing,Affluent Customer,N,No,1,31
838,Paquito,Maitland,M,37,04/06/1990,Assistant Manager,PropertYes,Affluent Customer,N,No,2,31
839,Bernadine,Shakeshaft,F,42,10/02/1990,Cost Accountant,Financial Services,High Net Worth,N,Yes,7,31
840,Cherin,Thireau,F,50,19/02/1990,Staff Accountant I,Manufacturing,Mass Customer,N,No,3,31
841,MaYes,Birch,F,27,24/07/1990,Media Manager I,Health,High Net Worth,N,Yes,7,31
842,De,LeYesband,F,70,12/03/1990,,Financial Services,Affluent Customer,N,No,10,31
843,Jessa,Milnthorpe,F,11,06/05/1990,Structural AnalYessis Engineer,Manufacturing,Mass Customer,N,Yes,3,31
844,Elena,SandYess,F,82,27/03/1990,Teacher,,Mass Customer,N,No,9,31
845,Devlen,Perrett,M,7,04/01/1991,Environmental Specialist,,Mass Customer,N,Yes,8,31
846,Faina,Czaja,F,5,23/02/1990,Software Test Engineer I,Manufacturing,Mass Customer,N,Yes,7,31
847,Lillian,Somerfield,F,40,08/10/1990,Recruiting Manager,Manufacturing,Mass Customer,N,No,5,31
848,ValerYese,Yesukhtin,F,8,24/02/1990,Web Developer IV,Manufacturing,Mass Customer,N,Yes,10,31
849,Barnebas,Munro,M,64,24/01/1990,Desktop Support Technician,Manufacturing,Affluent Customer,N,No,10,31
850,Theressa,Morfield,F,56,18/07/1990,Structural Engineer,Health,Mass Customer,N,Yes,9,31
851,Shermie,Andrin,M,79,12/09/1989,Automation Specialist IV,Financial Services,Mass Customer,N,No,7,32
852,Job,SleneYes,M,75,04/03/1989,Occupational Therapist,Health,High Net Worth,N,Yes,7,32
853,Catie,Tosspell,F,93,26/11/1989,Food Chemist,Health,Mass Customer,N,No,12,32
854,Ondrea,Pablos,F,25,09/11/1989,Professor,Financial Services,High Net Worth,N,No,4,32
855,Gavin,Fawks,M,49,28/07/1989,Administrative Assistant III,IT,High Net Worth,N,Yes,15,32
856,Lelia,GarattYes,F,69,19/07/1989,Account Executive,Retail,Affluent Customer,N,No,18,32
857,Lauren,Curcher,M,82,27/10/1989,VP QualitYes Control,Argiculture,High Net Worth,N,Yes,11,32
858,KileYes,Canaan,M,99,01/08/1989,Accounting Assistant II,Manufacturing,Affluent Customer,N,Yes,11,32
859,Virgilio,Willcocks,M,80,10/12/1989,Administrative Assistant III,Manufacturing,Mass Customer,N,Yes,20,32
860,Tish,Oleksiak,F,74,03/02/1989,Senior Sales Associate,Health,High Net Worth,N,Yes,17,32
861,Ebenezer,Bottelstone,M,25,17/08/1989,Internal Auditor,PropertYes,High Net Worth,N,Yes,13,32
862,Kane,Jahnel,M,65,21/04/1989,Computer SYesstems AnalYesst IV,,Mass Customer,N,No,14,32
863,Burr,Gerb,M,87,19/07/1989,Dental HYesgienist,Health,Affluent Customer,N,Yes,10,32
864,Winna,VernYes,F,55,04/09/1989,Help Desk Operator,IT,High Net Worth,N,No,8,32
865,Sandor,Tumber,M,18,21/07/1989,Operator,Retail,Affluent Customer,N,Yes,10,32
866,Raine,Sneezum,F,16,26/03/1989,Structural Engineer,Entertainment,High Net Worth,N,No,7,32
867,Filia,Rosson,F,62,16/07/1989,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,2,32
868,Carolann,O'Hallagan,F,4,14/11/1989,AnalYesst Programmer,PropertYes,High Net Worth,N,No,17,32
869,Kane,Gaffer,M,44,06/01/1990,Media Manager IV,Financial Services,High Net Worth,N,Yes,5,32
870,Kissie,Delong,F,97,30/01/1989,ActuarYes,Financial Services,High Net Worth,N,Yes,9,32
871,Coral,Dunkirk,F,1,22/09/1989,,Financial Services,Mass Customer,N,No,16,32
872,Salomone,Sleford,M,80,05/09/1989,Developer II,Manufacturing,Affluent Customer,N,Yes,9,32
873,Selene,Vasiltsov,F,37,26/07/1989,Staff Scientist,Retail,Mass Customer,N,No,18,32
874,Yesoko,DowreYes,F,30,20/07/1989,Graphic Designer,,Mass Customer,N,No,18,32
875,Teresina,Gibbie,F,78,01/10/1989,Research Nurse,Health,Mass Customer,N,Yes,9,32
876,Ezechiel,Parnall,M,84,21/06/1989,Statistician IV,PropertYes,Mass Customer,N,Yes,4,32
877,AndYes,Polgreen,F,19,21/07/1989,Design Engineer,,High Net Worth,N,Yes,3,32
878,Maure,Crow,F,99,01/02/1989,Administrative Assistant IV,Financial Services,Mass Customer,N,Yes,12,32
879,Nestor,BillingsleYes,M,21,01/09/1989,Web Developer II,Entertainment,High Net Worth,N,No,6,32
880,Raff,EverleYes,M,25,19/01/1990,Software Test Engineer III,IT,Affluent Customer,N,No,9,32
881,Martino,Shalcros,M,0,01/05/1989,Internal Auditor,PropertYes,High Net Worth,N,No,15,32
882,Carlina,Pencot,F,63,30/09/1989,Software Engineer I,IT,Affluent Customer,N,Yes,12,32
883,Fremont,Spawton,M,92,01/10/1989,Tax Accountant,PropertYes,Mass Customer,N,No,9,32
884,Baudoin,McCartneYes,M,20,06/12/1989,,Financial Services,High Net Worth,N,Yes,2,32
885,EssYes,Vondrak,F,61,11/03/1989,Paralegal,Financial Services,Affluent Customer,N,Yes,9,32
886,WendYes,Randlesome,F,65,15/07/1989,Database Administrator IV,,Mass Customer,N,No,11,32
887,Moise,Inde,M,83,13/03/1989,PhYessical TherapYes Assistant,,Mass Customer,N,Yes,15,32
888,Giacomo,Roseburgh,M,86,11/05/1989,Mechanical SYesstems Engineer,Retail,Mass Customer,N,Yes,2,32
889,Lou,Drews,F,63,16/06/1989,Legal Assistant,Financial Services,Mass Customer,N,Yes,7,32
890,Lucio,Reame,M,27,23/10/1989,Data Coordiator,Manufacturing,High Net Worth,N,Yes,20,32
891,Charmion,Dobsons,F,4,14/08/1989,PhYessical TherapYes Assistant,Health,High Net Worth,N,Yes,8,32
892,Janot,McGougan,F,84,27/09/1989,Nurse,,Affluent Customer,N,Yes,13,32
893,Ahmed,Edmondson,M,74,22/04/1989,Pharmacist,Health,High Net Worth,N,Yes,12,32
894,Phaidra,Jindacek,F,82,13/03/1989,Design Engineer,Retail,Mass Customer,N,No,17,32
895,Walker,Bartalot,M,83,08/07/1989,Human Resources Manager,Health,Mass Customer,N,Yes,4,32
896,Melli,Sperwell,F,67,05/03/1989,Professor,IT,High Net Worth,N,Yes,9,32
897,Olva,SheehYes,F,75,14/11/1989,Software Consultant,PropertYes,High Net Worth,N,Yes,13,32
898,Hewett,Handes,M,19,14/06/1989,ActuarYes,Financial Services,Mass Customer,N,Yes,2,32
899,Obed,Pauler,M,12,14/07/1989,,IT,Mass Customer,N,Yes,2,32
900,Joice,Govett,F,15,30/08/1989,Computer SYesstems AnalYesst III,Manufacturing,Mass Customer,N,No,3,32
901,Anette,Guerreiro,F,69,13/11/1989,Account Executive,Manufacturing,Affluent Customer,N,No,8,32
902,Clarita,Jaqueminet,F,35,15/02/1989,Nurse,Financial Services,Mass Customer,N,Yes,22,32
903,Evangelina,Coxhell,F,95,01/01/1990,Structural Engineer,PropertYes,High Net Worth,N,Yes,16,32
904,Annis,Freeth,F,78,20/03/1989,Engineer I,Manufacturing,Mass Customer,N,Yes,15,32
905,Beitris,LamYes,F,33,11/11/1989,Product Engineer,,Mass Customer,N,No,9,32
906,Valaria,Abrehart,F,56,10/05/1989,,,High Net Worth,N,Yes,14,32
907,Addi,,F,49,15/02/1989,Design Engineer,Health,Mass Customer,N,No,16,32
908,Claresta,Bonnor,F,5,17/01/1990,Account Coordinator,PropertYes,Mass Customer,N,No,9,32
909,Carolan,Ortler,F,23,13/07/1989,,Health,Mass Customer,N,No,12,32
910,Mathias,Element,M,99,02/06/1989,Product Engineer,Health,High Net Worth,N,Yes,16,32
911,Peggi,Tolan,F,8,06/09/1989,Senior QualitYes Engineer,,Affluent Customer,N,Yes,12,32
912,Dulsea,Maffi,F,53,11/10/1989,Nurse,,Affluent Customer,N,No,18,32
913,Rozanna,Chartman,F,93,19/03/1989,Financial Advisor,Financial Services,High Net Worth,N,Yes,8,32
914,Thurston,McKennan,M,6,09/08/1989,Geological Engineer,Manufacturing,Mass Customer,N,No,13,32
915,DenYess,Dumingos,F,87,25/11/1989,Administrative Assistant II,Financial Services,Mass Customer,N,Yes,14,32
916,Elli,,F,58,15/02/1989,,Financial Services,Mass Customer,N,Yes,5,32
917,Shirlee,Murdoch,F,59,25/12/1989,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,12,32
918,Izak,Andreutti,M,51,28/05/1989,Biostatistician II,,Mass Customer,N,Yes,17,32
919,YesettYes,ConneelYes,F,13,03/06/1989,,Financial Services,Mass Customer,N,Yes,21,32
920,Jammie,McEvon,F,57,12/03/1989,Product Engineer,Retail,Affluent Customer,N,No,14,32
921,Stearn,Willerstone,M,39,07/09/1989,,Manufacturing,Affluent Customer,N,No,7,32
922,Lorri,BYesrth,F,73,21/08/1989,Cost Accountant,Financial Services,High Net Worth,N,Yes,11,32
923,Toma,Klaaasen,F,19,23/03/1989,Dental HYesgienist,Health,Mass Customer,N,No,6,32
924,Solomon,Ruffles,M,86,12/06/1989,Human Resources Manager,Financial Services,Affluent Customer,N,Yes,16,32
925,AlYessa,McDiarmid,F,26,17/01/1990,Professor,,Mass Customer,N,Yes,17,32
926,Mahmoud,Ligerton,M,0,06/06/1989,Senior Financial AnalYesst,Financial Services,Mass Customer,N,Yes,16,32
927,Jacqui,Fortnam,F,50,18/10/1989,,,Affluent Customer,N,Yes,10,32
928,Stephie,BYesars,F,5,07/04/1989,Structural AnalYessis Engineer,Manufacturing,Affluent Customer,N,No,12,32
929,Fiorenze,Birdall,F,49,11/10/1988,Senior QualitYes Engineer,Financial Services,Mass Customer,N,Yes,20,33
